country_name,country_code,year,population,poverty_ratio,pop_growth,gdp_per_capita,gdp_growth,sanitation,electricity,water_access,co2_emissions,slum_population,labor_force
Malta,MLT,2010,-0.2490903840380116,-0.7318146595204171,-0.4949021595715078,0.2535300899088179,0.4864597802631264,1.4517675980088387,0.6197653781848381,0.7419849103006531,0.1948306787379993,-0.9636281978114823,-1.0349731283993129
North Macedonia,MKD,2022,-0.238237459593413,-0.530622423300683,-0.9829193318569206,-0.3311106781517909,-0.1045906155299686,-1.4284018418210458,0.6197653781848381,0.6152599147306104,-0.0045780680614534,-0.9552209373230895,-0.7868731050177902
Singapore,SGP,2008,-0.2152046660046083,-0.7337570398700951,2.505471580126742,0.989896130735032,-0.2585045133279814,1.6896657798166437,0.6197653781848381,0.7419849103006531,0.5036896038796308,-0.9649393192799792,0.5646944716209077
Dominican Republic,DOM,2000,-0.1865270964080037,-0.3481345904482197,0.2065483491870959,-0.525773045905434,0.2207772230920197,0.0026938449364818,0.2239938935060867,0.201147208154776,-0.2844044327312096,0.0893932406772226,-0.2350899650737659
Kosovo,XKX,2006,-0.2383801507946629,-0.0987425455512915,-0.9804581959365888,-0.4179157886230105,0.0242264216705637,0.0764045743154602,0.5879623124517239,0.4497798524170746,-0.2761370433933645,2.436157959700483,7.01494903922213e-16
Italy,ITA,2014,0.2096702823939862,-0.6790586500229899,-0.7906362913247811,0.8276269209864515,-0.5790644324619055,0.9436373450158076,0.6197653781848381,0.7371116042461301,0.127467668977147,-0.9642400544967809,-1.2008338682643978
Ukraine,UKR,2017,0.0956837600012418,-0.7414066612472221,-1.0466690182094398,-0.5350345623224023,-0.1731611239486562,0.6091325316962984,0.6197653781848381,0.3566175948989621,-0.0109063147178012,-0.8876998267159092,-0.4531770926701785
Croatia,HRV,2010,-0.2193703714762298,-0.6790586500229899,-0.9408921200094726,-0.0813993055767321,-0.8081463552789293,0.9031171466637832,0.6197653781848381,0.4497798524170746,0.0306559118759684,-0.9527021855740094,-0.8253764910578992
Netherlands,NLD,2003,-0.1280115889660854,-0.7425816814587557,-0.5069328951391583,0.8222617799484785,-0.562009125135248,1.5988283963157566,0.6197653781848381,0.7419849103006531,0.7989014807402999,-0.9476865308072816,0.6886951199962331
Nauru,NRU,2022,-0.2521743074846791,-0.6893220918706714,-0.3138568147610956,-0.1154353015369176,-0.0714779771933116,0.8089850852158345,0.6197653781848381,0.4497798524170746,-0.5466457381852067,-0.9440543780001964,7.01494903922213e-16
Albania,ALB,2013,-0.2300941134019703,-0.623257179977302,-0.9138037344022698,-0.4610004405155922,-0.2853638146816367,-0.5405609544346146,0.6162317042144924,0.309174848242201,-0.3515482405457464,-0.6053861609266703,-0.8369275068699317
St. Vincent and the Grenadines,VCT,2010,-0.2514226151682358,-0.6138090582763992,-1.1093570235104535,-0.374092048674801,-1.347271976048154,-0.5319941336918206,0.3618071783495807,0.5685049200645225,-0.4423890313676411,-0.5569544335616801,0.3714864550042588
Turkiye,TUR,2024,0.4026357911848682,-0.3803876962546015,-0.6598816723455287,-0.0103798906029259,-0.0315116179235857,-0.3363452939765946,0.5879623124517239,0.4497798524170746,-0.2761370433933645,2.436157959700483,-0.7092739731523395
Tuvalu,TUV,2014,-0.252180564056966,-0.6614573268543029,-0.8960633388779502,-0.4973408411046883,-0.5788259095432812,-0.3938491092743358,0.5455582248075724,0.6893539688305896,-0.5466457381852067,-0.9227806455009556,7.01494903922213e-16
Mauritius,MUS,2005,-0.242858730828527,-0.6603542466557202,-0.4322174161574093,-0.4229306614900569,-0.2732771477886319,-0.1272564189714149,0.5844286384813782,0.711636634420206,-0.2594753327967726,0.8244078555010509,-0.1608475386579664
Brazil,BRA,2005,1.162073698171556,-0.0891505438244866,-0.1192768196588015,-0.4443852022523729,-0.0283990140430246,-0.5178031850628892,0.5172888330448041,0.453233719418077,-0.3099108826915692,-0.2417631191309027,0.7063671869223346
Singapore,SGP,2020,-0.2087228647733972,-0.6940461527211227,-0.993742058762162,1.8624115579746543,-1.2345510052467628,1.6896657798166437,0.6197653781848381,0.7419849103006531,0.5756033412058057,-0.9649393192799792,0.7717242165596484
Comoros,COM,2005,-0.247725968826532,0.5721460352257608,0.4676712502309467,-0.5962319503374788,-0.0910688042922706,-0.5577680562310907,-1.1117348672846987,0.0082854607362237,-0.5195100323300138,0.5054043015623655,-1.8968566159125215
Mozambique,MOZ,2012,-0.0658858631810309,1.7643599098546654,0.9833336818867092,-0.6132538062115962,0.7953802355410561,-1.470159679955819,-2.1647697104478048,-2.608130186811216,-0.5237684527316603,1.4479975850122702,1.985666869762674
United Arab Emirates,ARE,2019,-0.1799290163596521,-0.7460827620890395,-0.1449861815880257,1.162873671208499,-0.388307651350025,1.6349580877812624,0.6197653781848381,0.7419849103006531,1.931354078768296,-0.9476865308072816,1.833529131588808
Zambia,ZMB,2009,-0.1489555068152805,2.2181814915541223,1.3982061659223644,-0.5948851464643743,1.006095527583362,-1.237181138906243,-1.9739513160491209,-1.8009026425772447,-0.5233889519855968,0.9095885206049223,-0.159070459302269
Faroe Islands,FRO,2007,-0.2518942014326146,-0.7366826003967706,-0.7447668687372527,1.3299153911333963,0.0242264216705637,1.2476723889557435,0.6197653781848381,0.7419849103006531,-0.5419945370793042,-0.9476865308072816,7.01494903922213e-16
"Korea, Rep.",KOR,2016,0.1399603963518672,-0.7366106603838196,-0.553496078974661,0.5525222416965955,-0.0722749857251354,1.5975738644272397,0.6197653781848381,0.7137970998061055,0.979187716727,-0.7621525321524815,0.1708739410722033
Eswatini,SWZ,2000,-0.2442895484124661,2.371197899100979,-0.1625955927522134,-0.5731662106320988,-0.2762628378220096,-0.9972089283657802,-2.1930391022105726,-1.9946149810976608,-0.4218951382720246,0.9703518384502038,-0.7014745693134457
Marshall Islands,MHL,2000,-0.2518763736476895,0.0303897776958203,-0.1795087882050723,-0.5488754514710913,-0.1569244086152875,-0.9869681667912424,-0.489808248503804,0.4497798524170746,-0.5466457381852067,1.170721010242377,7.01494903922213e-16
Djibouti,DJI,2022,-0.2435568172624637,0.5882845781311123,0.0718040703961152,-0.513469041002291,0.3092701722748118,-0.4548514452507378,-0.6170205114362596,-0.6579263347311345,-0.4686889209413558,0.7372777957680395,-2.857269281036061
Jordan,JOR,2012,-0.19416258812656,-0.6152718385397371,0.0797689366534137,-0.4712224178979863,-0.1612341435104398,0.9922724137690632,0.6020970083331082,0.6745709513610793,-0.1636977317901842,-0.4666955188007342,-2.2603680707835
Czechia,CZE,2019,-0.1705396780091706,-0.7462026621106245,-0.5553986434284108,0.3398016002295606,0.0341092524385915,1.2882665678473668,0.6197653781848381,0.7349638150907377,0.5997450178842093,-0.9631969175156352,-0.0767324491549587
Bahrain,BHR,2010,-0.2428565176713778,-0.7330376397405848,1.7876323559848628,0.2483411124199683,0.1662135465352771,1.2943143878962602,0.6197653781848381,0.738418429642925,2.233026178064325,-0.9133677093940148,1.0711620879946502
"Korea, Dem. People's Rep.",PRK,2017,-0.0545530971661473,0.6110416022279606,-0.5121099374188784,-0.4179157886230105,0.0242264216705637,-0.8069910500425695,-1.3520246972682262,0.4196538772429613,-0.2090393244319611,0.8444820849246529,2.0835049609569
"Micronesia, Fed. Sts.",FSM,2016,-0.251429384825398,0.2275773531946116,-0.595223645858886,-0.5197334483540514,-0.495611773744821,-0.0775328007007452,-0.2707204623423523,0.1613117668316716,-0.5466457381852067,-0.0966995402625502,7.01494903922213e-16
St. Martin (French part),MAF,2022,-0.2520435933691779,-0.7260594584843342,-3.104075832656022,-0.4179157886230105,0.0242264216705637,-0.4273903798728368,0.6197653781848381,0.737657859027116,-0.2761370433933645,-0.9539298532869556,7.01494903922213e-16
"Somalia, Fed. Rep.",SOM,2010,-0.1583643577069945,1.1766819440576464,0.7415116752052514,-0.632271806523179,0.5718921986514602,-1.0554035361999183,-1.065797105670201,-2.7663591714801115,-0.5389943260527156,1.3013684029910335,-2.6013698538156445
"Micronesia, Fed. Sts.",FSM,2007,-0.2514232201489098,0.2141005907684529,-1.2780971719937928,-0.5459324532978499,-0.8944549190917402,-0.5237245840285436,-0.8396419715680571,0.1935380485689075,-0.5466457381852067,0.153085745484247,7.01494903922213e-16
Rwanda,RWA,2016,-0.1609877759909956,2.313645888740149,0.6721164018658233,-0.6114667682709846,0.4475086423223288,-1.5537494590364451,-1.8750084448794333,-1.6403887540148514,-0.5346390382866939,0.5584443237889987,-0.0310220190611882
Honduras,HND,2024,-0.1693616274772176,0.0067694734435627,0.2464485049711564,-0.5015165423356022,0.0320797790715691,0.1938025828232824,0.5879623124517239,0.4497798524170746,-0.2761370433933645,2.436157959700483,-0.3655078444557766
Guinea-Bissau,GNB,2009,-0.2405757098984442,2.824515900709783,0.7794478539681035,-0.6174324419994375,-0.1580381103396738,-1.6342288117935329,-2.7478259155548934,-1.67417996081043,-0.5225932889088046,1.4466916957925158,0.2668362262798597
Thailand,THA,2020,0.2963646026436825,-0.7414066612472221,-0.6965543279184493,-0.3564115820931985,-1.6187904794386507,-0.9401777385283772,0.6197653781848381,0.7419849103006531,-0.0929750902428133,-0.9476865308072816,0.604876210385843
Saudi Arabia,SAU,2007,-0.0809685138369307,-0.6575246061463127,1.777439973235605,0.1169357286479555,-0.1983123468175653,0.9583223320343374,0.6197653781848381,0.4497798524170746,1.5069648568093776,-0.8781340446128544,-1.2090281786267798
Bhutan,BTN,2009,-0.2469501308890109,-0.0016475080717082,-0.112664692135924,-0.5629975932091345,0.7391690854291634,-0.2403687811707417,-0.38733170336377,0.2695824772330981,-0.4121561098368862,-0.1987503528567092,0.8692661278612579
Italy,ITA,2004,0.1905825448064217,-0.7078346552034047,-0.3374855233420305,0.6368220828572019,-0.3254506032596738,0.9415787995875344,0.6197653781848381,0.7220084494660042,0.4622801804972318,-0.9642400544967809,-1.1260978086942377
Cayman Islands,CYM,2006,-0.251895319498164,-0.6838786308907094,1.0880496609369184,2.909153079469332,0.0242264216705637,0.9520006431668336,0.6197653781848381,0.5129942854253291,-0.1442039133221513,-0.8198418767663386,7.01494903922213e-16
South Africa,ZAF,2003,0.1191501715736441,0.6339664863550208,-0.1809880855335912,-0.4755963941973381,-0.0718978931097581,0.1652010363380476,-0.1293735035285125,-0.0708317112962036,0.4144341973938532,0.4550958663068762,-0.0304296592759557
Georgia,GEO,2003,-0.2220023513854656,0.3233055304281256,-1.2195066357250062,-0.6000305933040602,1.3218100203214156,-0.430527473958757,0.6197653781848381,0.4457116383966855,-0.428121544273959,-0.7729526697363314,0.5059521262520236
Latvia,LVA,2019,-0.237608662591608,-0.7318146595204171,-1.2318510050588751,0.0638882802005866,-0.4627334651916208,1.1075840409764397,0.6197653781848381,0.6678716934483734,-0.0606069839632747,-0.8432289657529247,0.0189336561600814
Andorra,AND,2000,-0.2517616647171081,-0.743325061592583,-0.8236383785189156,0.2479709160630494,0.0276779770882233,-0.8202426916948423,0.6197653781848381,0.7419848787734662,-0.2761370433933645,-0.9649393192799792,7.01494903922213e-16
Montenegro,MNE,2022,-0.2474892299334155,-0.7149327364812403,-0.9454593717496784,-0.2339190226481414,0.5224432125064697,0.1771006042845272,0.6197653781848381,0.6752503870502874,-0.2761370433933645,-0.6583389831740835,-1.23805380810317
Mexico,MEX,2000,0.5030081424671046,0.0355454786239776,0.1582659733032541,-0.3344623033687617,0.2856772159647011,-1.2368636015040868,0.5490918987779182,0.1900990438399531,-0.0702725741530975,0.1595822929231403,-0.1305384629802394
Timor-Leste,TLS,2002,-0.2455320944790581,2.0444703402816846,4.116967911217018,-0.6194385783238026,-1.7311426133601622,-1.4924824826296597,-2.062293165307771,-2.158303104210522,-0.532380206567381,1.0473718877400164,0.8997726568007286
Trinidad and Tobago,TTO,2019,-0.2418193051087367,-0.7206399775086894,-0.5813918603628493,0.0638270393227168,-0.4977240775945309,1.1855776600795789,0.6197653781848381,0.6759139656245936,2.334762154464175,-0.6898684354157297,-0.0207544494504925
Brunei Darussalam,BRN,2021,-0.2488054075086222,-0.7173067569086247,-0.2035248505715022,0.6229106589268517,-0.8522682401519869,1.1320451382765042,0.6197653781848381,0.7361139371005997,2.0085517109751554,-0.1903057093566731,0.2961580356488662
Cayman Islands,CYM,2024,-0.2516944888883439,-0.4214654436496435,0.3952151832028495,-0.4179157886230105,0.0242264216705637,0.0764045743154602,0.5879623124517239,0.4497798524170746,-0.2761370433933645,2.436157959700483,7.01494903922213e-16
St. Lucia,LCA,2017,-0.2509142552684572,-0.632225701591865,-0.5543553070746567,-0.1791701734277529,0.0021455157340294,0.4059053401001672,0.6162317042144924,0.5333321377286956,-0.4150142667088362,-0.4131151366536023,0.836587613042601
Curacao,CUW,2008,-0.2511475327531604,-0.6406426831071362,-0.0184518696979218,0.1506591318273224,-0.2027147008880829,0.6921141697904004,0.6091643562738003,0.6941267340466406,-0.2761370433933645,-0.9134071461796252,7.01494903922213e-16
Serbia,SRB,2021,-0.1999275255489906,-0.6646706474327826,-1.3861757166339783,-0.2465441845506499,0.7875682335728771,-0.9542961984228652,0.6197653781848381,0.4882142955771574,-0.2761370433933645,-0.3337200096163545,-0.4106259147643147
Guinea-Bissau,GNB,2024,-0.2354067626777244,-0.5125415000456559,0.5697672369526797,-0.6019486829060294,0.2485828538385239,-0.0373944488861674,0.5879623124517239,0.4497798524170746,-0.2761370433933645,2.436157959700483,0.1810427840520271
Andorra,AND,2009,-0.2516222664486408,-0.7409270611608818,-0.5083191819599623,1.1516036950225748,-1.490352762391021,0.6476937348405087,0.6197653781848381,0.7419849103006531,-0.2761370433933645,-0.9476865308072816,7.01494903922213e-16
Isle of Man,IMN,2023,-0.2516201451872901,-0.6969237532391642,-0.7756421903476483,-0.4179157886230105,0.0242264216705637,1.091955778634829,0.6197653781848381,0.4497798524170746,-0.2761370433933645,-0.8781340446128544,7.01494903922213e-16
Central African Republic,CAF,2019,-0.2143982267661589,2.0957635695157784,0.0352574678669113,-0.6228939041327126,-0.0459548900526731,-1.3657573330831814,-2.4085932144016784,-2.887342785657428,-0.5396640929813931,1.736545322123972,1.264370104611299
Sweden,SWE,2016,-0.1762738609710087,-0.7270186586570146,-0.0195521307538095,1.4714509860619736,-0.1749198516681601,1.5266253806885786,0.6197653781848381,0.7233994943723326,-0.0378692546436473,-0.9614429953639878,0.3162982683467694
Lithuania,LTU,2024,-0.230148002629856,-0.5688945101906351,-0.4447568412493774,0.5568375261986611,-0.1022275745897171,-0.3296568431858044,0.5879623124517239,0.4497798524170746,-0.2761370433933645,2.436157959700483,0.1911129004009791
"Iran, Islamic Rep.",IRN,2017,0.3988687756353995,-0.6167106387987579,0.0936531654085576,-0.4066603852877623,-0.1046557474162985,-0.669327383137468,0.6162317042144924,0.5693822006451044,0.3813262283987844,-0.7801193733136611,-1.644807527296116
Solomon Islands,SLB,2015,-0.2473680500070172,0.9578883846692212,1.4258230356802104,-0.5578165659071411,-0.2907066478567541,-0.8741288938001645,-0.9668542345005128,-1.0595340391561796,-0.4848579500474406,0.6720165516055785,2.3160061766606352
Peru,PER,2017,-0.0123811349745045,-0.3960945990822445,0.1151828854179195,-0.3665824794286536,-0.1458535191935433,-0.2502907203901909,0.4360143317268463,0.2593628969513737,-0.3379274771459803,-0.2968403601471232,1.5895756267039116
Gabon,GAB,2016,-0.2361805712496935,-0.0253397523369164,0.9795102791129718,-0.3689917936371828,-0.2193197993045136,-0.3349479442148802,0.1992581757136647,-0.1436296344606019,-0.1801320401664829,0.585073725262755,-1.0109825570973985
Turkmenistan,TKM,2013,-0.2067813056568996,-0.5089444993981047,0.5831746084102208,-0.3721483137274217,1.1744916558879472,-0.4083002500241564,0.6162317042144924,0.5232996014965177,0.7548759616502354,-0.6460947938864511,-1.211693797660326
Honduras,HND,2003,-0.1977458656847449,0.8844376314462141,0.7938652010981998,-0.5940762942310865,0.2027820911817016,-0.2497842940665423,-0.6134868374659138,-0.0198225333086428,-0.43219238971458,0.6882349685844684,0.1843007628708057
United Kingdom,GBR,2018,0.2553753700117371,-0.7222226577936122,-0.4965988357262145,1.1247153598327233,-0.3372823075026049,1.6208797366131305,0.6197653781848381,0.7419849103006531,0.1201356205880375,-0.9614429953639878,0.168603228562146
Puerto Rico (US),PRI,2021,-0.2272788932703598,-0.5540508875184051,-1.1583826361407707,0.6886344452232852,-0.5126084826766713,-0.7066613019893919,0.6197653781848381,0.7419849103006531,-0.0873364606066115,-0.9476865308072816,-2.115141196770679
Pakistan,PAK,2004,1.059440633664343,1.2153616910209843,0.7330592217718319,-0.6097388563140173,0.7673189740925039,-0.4050233465362962,-0.1929796349947403,0.0551619848878049,-0.455786875422863,1.418577417788769,-1.0035780597819934
Liechtenstein,LIE,2012,-0.2519839606538807,-0.7358193202413582,-0.2126310816981421,5.426914262234129,0.0242264216705637,1.555498689662201,0.6197653781848381,0.7419849103006531,-0.2761370433933645,-0.9476865308072816,7.01494903922213e-16
Maldives,MDV,2009,-0.2495975952403079,-0.1179265490049013,1.3973507482849938,-0.3666695324479194,-2.0125409584898275,-0.5117839378199952,0.6162317042144924,0.562819375664015,-0.2120068891685375,-0.4847712267478479,-0.8684213021181236
Israel,ISR,2020,-0.1816955982176643,-0.7126306560668073,0.2955121495779115,1.1760875886716382,-0.9263292331276816,1.503053644676295,0.6197653781848381,0.7419849103006531,0.2440876104884735,-0.9476865308072816,0.2478807131524214
Namibia,NAM,2012,-0.2354580558493002,0.5499645312325265,0.5831387518959645,-0.3989334043477501,0.2912462468370928,-0.6488220720175379,-1.2742838699206145,-0.3260021794968923,-0.3550567027783032,0.4917229256029611,-0.331940789959271
Virgin Islands (U.S.),VIR,2016,-0.2514413236212306,-0.7143092563689981,-0.9131335743429816,0.7989511315138681,-0.303648944887408,1.516071078830625,0.6197653781848381,0.6666976729299098,-0.5464254372585379,-0.832138584335513,-0.2538480249394605
Serbia,SRB,2009,-0.1962020622164479,-0.7174266569302097,-1.0490804915141474,-0.3797150355110973,-1.119021407073293,-0.8518442146221106,0.605630682303454,0.220755855236483,-0.2761370433933645,-0.4932100992489256,-0.980772208050544
Puerto Rico (US),PRI,2003,-0.222964508054614,-0.6707855485336207,-0.7611236718770021,0.1561133963653606,-0.5696433727038828,-0.7058552710666519,0.6197653781848381,0.6042831097846286,0.26228788679466,-0.3198869246659104,-1.400459115887732
Grenada,GRD,2012,-0.2514010502875016,-0.4622074709842476,-0.4154645069699693,-0.3520462172410756,-0.7773355191721749,-0.1451995672231834,0.2734653290909308,0.5053497529876588,-0.4468825783087517,0.1842007802002888,7.01494903922213e-16
Azerbaijan,AZE,2008,-0.185154709235997,-0.2296254091135441,0.5043278352808319,-0.41394363691133,1.2417773126935134,0.1333908327287974,0.6091643562738003,-0.2315783225101118,-0.1110785242847749,-0.0234957162899141,-0.0071301743901464
Indonesia,IDN,2020,1.852262951787197,-0.2761945774971827,-0.272145493172432,-0.484097303337827,-0.9338747464049584,-0.3415014623905346,0.5137551590744583,0.3065785787919909,-0.2905524547933387,-0.2862738276975575,0.6422936034863582
United Kingdom,GBR,2002,0.2023934523193165,-0.7366106603838196,-0.5370446984125408,0.5850273132409077,-0.2701628226075022,1.6100404266429755,0.6197653781848381,0.7419847595406255,0.5442958115172185,-0.9614429953639878,0.0354210035157173
Marshall Islands,MHL,2003,-0.2518692287493497,0.6432947080343389,-0.542051520829122,-0.537682780564368,-0.8472682982892256,-0.2695089038244075,-0.3378602677789258,0.081808330795895,-0.5466457381852067,-0.5761822956178021,7.01494903922213e-16
Palau,PLW,2023,-0.2521289262761456,-0.6756055294013402,-0.912028157509468,0.0069932505518504,-0.2561756040945315,0.9119377624961952,0.6197653781848381,0.4497798524170746,9.070938972116808,-0.8781340446128544,7.01494903922213e-16
Isle of Man,IMN,2017,-0.2516244030259578,-0.7249084182771175,-0.6936722709942761,2.762230610739807,-0.0910326720181693,1.150736019102913,0.6197653781848381,0.6950963607394307,-0.2761370433933645,-0.938848002056894,7.01494903922213e-16
Gibraltar,GIB,2014,-0.2520133979413602,-0.7059881948709948,-0.026646335064493,-0.4179157886230105,0.0242264216705637,-0.6587610836932284,0.6162317042144924,0.7419849103006531,1.3925887621901658,-0.8748142229559579,7.01494903922213e-16
Sierra Leone,SLE,2020,-0.1916704429908348,1.1419588978066118,0.6339114035041072,-0.6067186706740674,-0.7942689342551525,-1.3638512894149828,-1.984552337960159,-1.4273763677235018,-0.5310737930830273,0.8058302187888818,-0.752713690736052
India,IND,2015,9.917724635792874,0.1923507268529213,-0.0590563994540163,-0.5766306175207092,0.7956811571984753,-0.5488013301374537,0.1957245017433189,0.1069795886928889,-0.3450937765300962,0.7278726180038683,-0.7751246359440133
Cabo Verde,CPV,2015,-0.2483407746930027,-0.0459865360538643,-0.7917576587492653,-0.5019801727780432,-0.4179286839025302,-0.7219914037398079,0.1391857182177832,-0.1174795222852107,-0.3654170924368961,0.7635460094996562,-0.1710163816377903
Antigua and Barbuda,ATG,2008,-0.2516297406402589,-0.6506423449073304,0.1116541554614837,0.1247031803732423,-0.5812335580124844,0.9727245491174548,0.6197653781848381,0.4497798524170746,-0.2171197810621184,-0.8781340446128544,7.01494903922213e-16
Cyprus,CYP,2000,-0.2450074613649471,-0.735651460211139,0.2865546638749874,-0.0546114615529795,0.4465734022234794,0.8468285106280038,0.6197653781848381,0.7354877730721492,0.3446484877109862,-0.9579466714479964,-0.0527418778530451
Myanmar,MMR,2000,0.0945718208383861,1.0548875021315378,-0.1061281817658058,-0.6331924849167554,1.7840153902270977,0.2119517339118781,-1.433299198586184,-2.328468891350336,-0.5203888466959674,0.0629571859160204,0.6738861253654228
Croatia,HRV,2024,-0.2226566188394445,-0.3348976280652299,-0.6936512853082341,0.3344500260998512,0.0769398152664136,-0.3321334161223657,0.5879623124517239,0.4497798524170746,-0.2761370433933645,2.436157959700483,-0.8697047483194604
Uganda,UGA,2004,-0.044315859256089,2.651620069584118,1.0631110471798464,-0.6292883643570077,0.5912958232711183,-1.3345880721611163,-2.50400241160102,-3.271899354062973,-0.5387495788064386,1.6756023281926489,1.316497765711755
Nigeria,NGA,2020,1.38651448288304,0.7099831000399475,0.5232376467351141,-0.5588692929976506,-0.887247028713047,-0.7737779341251221,-0.9562532125894748,-0.6464914953641554,-0.4790580514957225,0.7476321590452478,2.032660746057781
Israel,ISR,2022,-0.1790735047647594,-0.7209277375604934,0.421413192058334,1.599025948742937,0.49779072715521,1.5566173825251404,0.6197653781848381,0.7419849103006531,0.2321951303048799,-0.9476865308072816,0.3793845854740245
Singapore,SGP,2004,-0.2203564363689762,-0.7429653615278278,-0.0223704930346031,0.4843419892416576,1.129796253917481,1.6896657798166437,0.6197653781848381,0.7419849103006531,0.7188344965103334,-0.9649393192799792,0.3626997848566443
Sri Lanka,LKA,2009,-0.0933122485059768,-0.3721145947652321,-0.4186051022637231,-0.5585838156086449,0.0294914045421355,-0.9182123727900844,0.1639214360102047,-0.113018155352678,-0.4737506665719413,0.7123634163460429,-0.7278345797562891
Montenegro,MNE,2010,-0.2475211101175407,-0.7462026621106245,-0.6861816344624061,-0.3685297779922084,-0.108811138101195,-0.6869083008242177,0.5914959864220702,0.5166690473514938,-0.2761370433933645,-0.4439870557972696,-1.2487162842373538
South Africa,ZAF,2012,0.1596013160149691,0.0700527048361578,0.1160705077516723,-0.3119191669213403,-0.1669282341404327,0.4206379664920546,0.0967816305736311,0.1845536167751043,0.4682356299189859,-0.0795071750564869,-0.4873365069519159
Afghanistan,AFG,2019,0.0376368598682317,-0.0771365616616632,1.053758940275459,-0.6209625178327018,0.0935547679609223,-0.4662690997420947,0.5384908768668804,-0.7978696337010116,-0.5239675995107522,0.635089369612709,-1.6854828992154107
Tajikistan,TJK,2017,-0.1826846573818479,-0.0170186908389142,0.7247231430494289,-0.6073924076306144,0.6416206909296541,0.1076480269799023,0.5950296603924161,-0.4907063613973643,-0.4562694870236765,0.0155500981430905,-1.8701016989461892
Montenegro,MNE,2023,-0.2474897047283749,-0.7360591202845284,-0.8061776041171366,-0.1488274337343372,0.5105854938956628,1.05726115265359,0.6197653781848381,0.4497798524170746,-0.2761370433933645,-0.8781340446128544,-1.2459519385729358
Bangladesh,BGD,2013,0.9464558290820372,0.4403759115037813,-0.2171069411287287,-0.6021411380228863,0.4548760833521925,-1.1384697724444324,-0.7406991003983693,0.5665949484816267,-0.4921242581338469,0.5743513616562532,-0.3667912906571134
Equatorial Guinea,GNQ,2019,-0.2394744919120899,0.1956599674486703,1.2320702319475283,-0.3638109176292743,-1.5211181283633777,-0.8412577368812323,-0.5604817279107239,0.4497798524170746,-0.22365144888554,1.2622675039747382,0.0201183757305456
"Korea, Dem. People's Rep.",PRK,2016,-0.0554673301763346,0.6621669714318301,-0.502043641739723,-0.4179157886230105,0.0242264216705637,-0.8230761860739274,-1.426231850645492,0.4401917623094868,-0.3802923242898753,0.9696774849749078,2.075508103856263
Mongolia,MNG,2020,-0.226785006958858,-0.0363225943141087,0.3214394822640837,-0.4780818944680376,-1.362275568236239,0.4523257268576191,0.6020970083331082,-0.3080200698927422,0.2545953456314153,-0.3398424049440273,0.1058130913275064
Brunei Darussalam,BRN,2011,-0.2492061650862432,-0.7347402200470926,0.3073553676240829,1.249767368547509,0.0648146223848647,1.4844532993304076,0.6197653781848381,0.7361127965548111,1.7843777438736097,-0.0347106582967417,0.5538345422249795
